run_id,seed,config_hash,algorithm,iteration,mg,phase,episode_reward,discounted_return,cg_cost,ba_cost,imbalance_cost,abs_deficit,environment_steps,actor_loss,kl,actor_updates,trpo_accepted,actor_grad_norm,critic_loss,critic_grad_norm,critic_updates,actor_delta,critic_delta
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,1,1,1,-31372.469816786102,-27402.20767341351,17092.39617147123,10527.966218768413,68489.02793106958,5567.994241553208,24,-0.002538065193220973,8.062964479904622e-05,4,0,0.9383992552757263,1602698.375,6844919.5,4,0.026367302983999252,0.269638329744339
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,1,2,1,-10666.018185308298,-9532.026924188158,34074.0041369465,20664.4716746869,21269.441486834734,1778.0741888195096,24,-0.0023727912921458483,3.18644852086436e-05,4,0,1.0241847038269043,95574.9375,1179939.875,4,0.026228804141283035,0.26769354939460754
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,1,3,1,-8591.75501907248,-7609.011012344363,19074.79708799799,23496.32267302685,17200.739164115515,1412.3071217365675,24,-0.0019473483553156257,2.105614657921251e-05,4,0,0.8590722680091858,104053.2265625,711019.6875,4,0.026173431426286697,0.2657116651535034
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,2,1,1,-27860.93823724379,-24184.45440587464,20560.803044896013,19685.214861495988,60124.484175813224,5106.708701627253,48,-0.0005669196252711117,3.4899578167824075e-05,4,0,0.48940610885620117,1147345.875,5539914.0,4,0.019230792298913002,0.24538199603557587
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,2,2,1,-8421.55765035924,-7438.031302697404,26501.45739311926,20091.838925745767,16643.75938662653,1372.5026336911053,48,1.8065175027004443e-05,3.646860250228201e-06,4,0,0.6668887734413147,70172.6484375,601100.875,4,0.013021516613662243,0.2628629207611084
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,2,3,1,-6706.254881101277,-5924.568075298008,20198.117179829682,12293.891488994937,13458.69935049952,1052.2274066573618,48,-0.004580835346132517,3.539956742315553e-05,4,0,2.3291072845458984,75692.7734375,104705.0234375,4,0.022695060819387436,0.23198354244232178
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,3,1,2,-29752.847689534257,-25949.27432934676,18255.27396963365,12359.824148755502,64756.76828259216,5427.794335515317,72,0.00010209282481810078,7.308478870982071e-06,4,0,1.3550617694854736,1321767.125,6285713.5,4,0.013881807215511799,0.24435681104660034
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,3,2,2,-8817.99119445535,-7813.789827760857,33144.71991946576,13731.211461296514,17512.161259644672,1325.7724814995263,72,-0.00027986368513666093,7.270233709277818e-06,4,0,0.6076939702033997,183026.421875,529590.0,4,0.012113789096474648,0.25126487016677856
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,3,3,2,-8432.25638684139,-7436.215346228802,18226.93219146615,11515.48322247243,17416.46239680582,1538.7732986493775,72,0.00014782448124606162,1.177223657577997e-05,4,0,0.985588550567627,146922.5625,543318.75,4,0.013817778788506985,0.207220196723938
inferred_20260921_boundary,11,072dbb5bab5a999c465ba01b6a257f506628ff7180a3f4e7c54a69666db2df85,F-MADRL,4,1,2,-30651.045880421083,-26663.871706656806,16387.64224443816,9612.03512228096,66957.894073526,5677.610444275479,96,-0.00030409792088903487,4.658805210056016e-06,4,0,0.5150274634361267,1327506.5,6716211.5,4,0.012470927089452744,0.24668246507644653
