mg,hour,time_index,load,wind,pv,price_grid,price_mg,latent_cg,latent_ba,cg_raw,ba_raw,p_cg,p_ba,soc_before,soc_after,p_loss,p_de,unbalanced,cg_cost,ba_cost,imbalance_cost,reward,mg_import,mg_export,grid_power,transaction_expense,balance_residual,obs_load,obs_wind,obs_pv,obs_soc,obs_price,sold_to_mg1,sold_to_mg2,sold_to_mg3
1,1,0,457.7,51.48,0.0,8.65,4.33,0.30102694034576416,0.22587338089942932,129.22521221249715,11.105446186504546,129.22521221249715,11.105446186504546,0.5,0.38210056645784685,3.8362131679800338,269.7255547689783,-269.7255547689783,937.4313731735396,616.4606341767837,2333.1260487516624,-1943.5090280509928,55.33478694404184,0.0,214.3907678249365,2094.079769153402,0.0,447.3,44.12,0.0,0.5,8.87,0.0,0.0,0.0
2,1,0,110.5,51.48,0.0,8.65,4.33,-0.38183921575546265,0.6547122001647949,88.99748822262083,28.741682128442275,88.99748822262083,28.741682128442275,0.5,0.1964559775953445,3.384383407021262,-55.33478694404184,55.33478694404184,930.7019352199964,792.5291739610863,478.6459070659619,-1100.9385081235223,0.0,55.33478694404184,0.0,-239.59962746770117,0.0,119.6,44.12,0.0,0.5,8.87,55.33478694404184,0.0,0.0
3,1,0,124.71,51.48,0.0,8.65,4.33,-0.4586139917373657,-0.23515787720680237,57.1046096598968,-11.54584885028938,57.1046096598968,-11.54584885028938,0.5,0.6086855640777491,1.9407752161921485,29.61201440658472,-29.61201440658472,470.7566783458876,471.8840544569935,256.14392461695786,-599.3923287099194,0.0,0.0,29.61201440658472,256.14392461695786,0.0,134.98,44.12,0.0,0.5,8.87,0.0,0.0,0.0
1,2,1,336.5,38.37,0.0,8.11,4.06,-0.16640928387641907,-0.2159835398197174,83.51099613243755,-10.634329093037755,83.51099613243755,-10.634329093037755,0.38210056645784685,0.4823624917087898,2.224933340787996,227.4782663013882,-227.4782663013882,597.172998325302,583.5644154861839,1844.8487397042582,-1512.793076757872,88.3420495461482,0.0,139.13621675524,1487.0634390423581,0.0,457.7,51.48,0.0,0.38210056645784685,8.65,0.0,0.0,0.0
2,2,1,109.85,38.37,0.0,8.11,4.06,0.21253201365470886,-0.39353829622268677,169.3144291568913,-18.720327386895693,169.3144291568913,-18.720327386895693,0.1964559775953445,0.3739061758156629,3.779282035399912,-75.3348197345957,75.3348197345957,1544.5780146086445,775.1738319134918,610.9653880475711,-1465.3586172848538,0.0,75.3348197345957,0.0,-305.8593681224585,0.0,110.5,51.48,0.0,0.1964559775953445,8.65,75.3348197345957,0.0,0.0
3,2,1,123.98,38.37,0.0,8.11,4.06,0.3339405655860901,-0.9942867755889893,132.20570935758832,-37.959214440089,132.20570935758832,-30.792821794779616,0.6086855640777491,0.8999999999999999,2.795657751256174,-13.007229811552506,13.007229811552506,1042.1594924416477,211.64161859802408,105.48863377169081,-679.6448724056812,0.0,13.007229811552506,0.0,-52.80935303490317,0.0,124.71,51.48,0.0,0.6086855640777491,8.65,13.007229811552506,0.0,0.0
1,3,2,274.9,43.56,0.0,8.25,4.13,-0.10229712724685669,-1.069281816482544,89.80582217044935,-39.459524557961025,89.80582217044935,-39.459524557961025,0.4823624917087898,0.8562632500260019,1.8781259522497664,182.8718283397614,-182.8718283397614,642.0164969502242,259.86113227676,1508.6925838030315,-1205.285106515008,7.411411408548133,0.0,175.46041693121327,1478.1575687998134,0.0,336.5,38.37,0.0,0.4823624917087898,8.11,0.0,0.0,0.0
2,3,2,112.45,43.56,0.0,8.25,4.13,-0.6249971985816956,0.3403894603252411,62.35631043730297,16.39125222448083,62.35631043730297,16.39125222448083,0.3739061758156629,0.20061886636423332,2.446151253235676,-7.411411408548133,7.411411408548133,748.7349951141659,852.4484558609428,61.1441441205221,-831.1637975478154,0.0,7.411411408548133,0.0,-30.60912911730379,0.0,109.85,38.37,0.0,0.3739061758156629,8.11,7.411411408548133,0.0,0.0
3,3,2,126.91,43.56,0.0,8.25,4.13,-0.3409615159034729,-0.536878228187561,67.16644741100832,-24.531063334385948,67.16644741100832,-0.1894736842105405,0.8999999999999999,0.9,2.2107394745359557,18.58376574773817,-18.58376574773817,541.094710207208,126.80720528531856,153.3160674188399,-410.6089914556832,0.0,0.0,18.58376574773817,153.3160674188399,0.0,123.98,38.37,0.0,0.8999999999999999,8.11,0.0,0.0,0.0
1,4,3,272.6,40.75,0.0,8.1,4.05,0.24638885259628296,-0.44236671924591064,124.15211400955384,-20.780214468877716,124.15211400955384,-4.784134365689492,0.8562632500260019,0.9,3.2023595928772868,115.68437994901296,-115.68437994901296,898.0014461802821,123.24727184904259,937.043477587005,-979.1460978081648,48.37457937997746,0.0,67.3098005690355,741.1264310980962,0.0,274.9,43.56,0.0,0.8562632500260019,8.25,0.0,0.0,0.0
2,4,3,110.5,40.75,0.0,8.1,4.05,-0.14395315945148468,0.027652934193611145,119.9846233468515,1.3822943878193912,119.9846233468515,1.3822943878193912,0.20061886636423332,0.18566716139130074,3.242338354693418,-48.37457937997746,48.37457937997746,1155.9246153917288,955.8640665777257,391.8340929778174,-1251.811387473636,0.0,48.37457937997746,0.0,-195.9170464889087,0.0,112.45,43.56,0.0,0.20061886636423332,8.25,48.37457937997746,0.0,0.0
3,4,3,124.71,40.75,0.0,8.1,4.05,-1.0474573373794556,-0.6200859546661377,21.918414261338093,-27.559393615904426,21.918414261338093,-0.18947368421052882,0.9,0.9,1.2495788115425515,63.480638234414975,-63.480638234414975,239.90994725382478,126.80720528531852,514.1931696987613,-440.4551611189523,0.0,0.0,63.480638234414975,514.1931696987613,0.0,126.91,43.56,0.0,0.9,8.25,0.0,0.0,0.0
1,5,4,245.3,27.74,0.0,8.14,4.07,-0.11640822142362595,0.26684805750846863,88.41147550912439,13.034475876281014,88.41147550912439,13.034475876281014,0.9,0.7609949907759893,2.5837190277081077,118.69776764230274,-118.69776764230274,632.0280108259656,193.33575347076086,966.1998286083443,-895.7817964525354,0.0,0.0,118.69776764230274,966.1998286083443,0.0,272.6,40.75,0.0,0.9,8.1,0.0,0.0,0.0
2,5,4,113.75,27.74,0.0,8.14,4.07,-0.467624306678772,-0.029482288286089897,78.92110769493429,-1.4736874600499075,78.92110769493429,-1.4736874600499075,0.18566716139130074,0.19929585793899224,2.1037484046976878,10.666328169813298,-10.666328169813298,860.608805129672,949.9868825021223,86.82391130228025,-948.7097994670372,0.0,0.0,10.666328169813298,86.82391130228025,0.0,110.5,40.75,0.0,0.18566716139130074,8.1,0.0,0.0,0.0
3,5,4,128.38,27.74,0.0,8.14,4.07,-1.6762034893035889,-0.9768301248550415,6.763286585170247,-37.584520661494714,6.763286585170247,-0.18947368421052882,0.9,0.9,0.6862762580191943,94.75246335705947,-94.75246335705947,147.729244491454,126.80720528531852,771.2850517264641,-522.9107507516183,0.0,0.0,94.75246335705947,771.2850517264641,0.0,124.71,40.75,0.0,0.9,8.1,0.0,0.0,0.0
