iteration,mg,algorithm,episode_reward,display_reward
479,1,F-MADRL,-26179.82073531377,-24100.188240490508
480,1,F-MADRL,-21812.196647937853,-23979.528913973994
481,1,F-MADRL,-24606.16714763695,-23914.98991013274
482,1,F-MADRL,-22990.57934293873,-23940.73353414963
483,1,F-MADRL,-25365.098462766444,-23963.940936261388
484,1,F-MADRL,-22095.73898069749,-23905.389843281937
485,1,F-MADRL,-22939.117897326025,-23846.049843109347
486,1,F-MADRL,-22529.971828897764,-23704.932448999913
487,1,F-MADRL,-22859.282572599208,-23638.50365886067
488,1,F-MADRL,-24040.595759596177,-23586.078420467577
489,1,F-MADRL,-22907.75064188927,-23619.264784532254
490,1,F-MADRL,-23793.967526932225,-23637.98764524734
491,1,F-MADRL,-23827.6006031184,-23655.15956503778
492,1,F-MADRL,-23130.88474641624,-23570.587839228047
493,1,F-MADRL,-23152.91628667261,-23470.460943696376
494,1,F-MADRL,-24507.117318961456,-23447.48175298848
495,1,F-MADRL,-23694.822810858022,-23500.82962617127
496,1,F-MADRL,-24720.25150138453,-23539.34830404813
497,1,F-MADRL,-21475.06785250047,-23478.8993603454
498,1,F-MADRL,-21976.01749183665,-23443.8711531951
499,1,F-MADRL,-24379.650960045383,-23469.375661189715
500,1,F-MADRL,-22761.71477746854,-23458.196490042
501,1,F-MADRL,-28167.80054598952,-28167.80054598952
502,1,F-MADRL,-28259.541087203004,-28213.670816596263
503,1,F-MADRL,-29841.293971129344,-28756.21186810729
504,1,F-MADRL,-28012.646885786795,-28570.320622527164
505,1,F-MADRL,-28076.36219931546,-28471.52893788483
506,1,F-MADRL,-28920.51862182402,-28546.36055187469
507,1,F-MADRL,-27579.984744834976,-28408.306865154733
508,1,F-MADRL,-31422.36383890381,-28785.063986873367
509,1,F-MADRL,-29988.80437819076,-28918.812919241966
510,1,F-MADRL,-28412.77079205733,-28868.208706523503
511,1,F-MADRL,-29061.846880464615,-28885.812176881787
512,1,F-MADRL,-26314.763594845237,-28671.558128378736
513,1,F-MADRL,-26718.421550600156,-28521.316853165004
514,1,F-MADRL,-26197.511363745205,-28355.330746777876
515,1,F-MADRL,-30075.47649447255,-28470.007129957517
516,1,F-MADRL,-30424.89965880474,-28592.18791301047
517,1,F-MADRL,-28654.22533416269,-28595.837173078246
518,1,F-MADRL,-28252.685535146684,-28576.77319319316
519,1,F-MADRL,-27456.08868338835,-28517.78979794028
520,1,F-MADRL,-27589.685508412476,-28471.384583463885
521,1,F-MADRL,-31792.504427515,-28629.533147466318
522,1,F-MADRL,-28632.530545500027,-28629.669392831485
523,1,F-MADRL,-31398.058340172003,-28750.034129672382
524,1,F-MADRL,-27881.90575885693,-28713.862114221734
525,1,F-MADRL,-25768.576384071373,-28596.05068501572
526,1,F-MADRL,-27513.4287845641,-28569.875814558705
527,1,F-MADRL,-30103.198432557205,-28643.622108372874
528,1,F-MADRL,-28623.328732688533,-28594.903498835243
529,1,F-MADRL,-30869.404861222585,-28709.173817852676
530,1,F-MADRL,-30715.92839500825,-28814.756465680384
531,1,F-MADRL,-27953.916486319067,-28776.092380260183
532,1,F-MADRL,-30165.01723651925,-28879.493679927557
533,1,F-MADRL,-29489.883591749232,-28802.19447004137
534,1,F-MADRL,-29557.78077572176,-28784.953525942612
535,1,F-MADRL,-29501.84505556464,-28828.516496482905
536,1,F-MADRL,-27838.266038055503,-28779.573262786544
537,1,F-MADRL,-28312.7961640518,-28859.4945655548
538,1,F-MADRL,-28109.28448648048,-28915.129082990017
539,1,F-MADRL,-29180.6038019058,-29034.45278051644
540,1,F-MADRL,-28616.80865852981,-28976.106067078734
541,1,F-MADRL,-27395.24246974263,-28854.919779516244
542,1,F-MADRL,-30043.51785072921,-28910.49148017891
543,1,F-MADRL,-27621.86668954505,-28885.25872635484
544,1,F-MADRL,-29452.20057851019,-28965.103202159717
545,1,F-MADRL,-29047.92918743793,-29023.432949320733
546,1,F-MADRL,-27758.86243333688,-28862.087269553613
547,1,F-MADRL,-27930.530207487885,-28834.00725603313
548,1,F-MADRL,-26447.02960178997,-28635.966106497843
549,1,F-MADRL,-26458.667358811213,-28579.036570496013
550,1,F-MADRL,-27044.39164439524,-28630.069180908973
551,1,F-MADRL,-28830.3792283474,-28682.747198660298
552,1,F-MADRL,-27664.03165776097,-28585.18052766845
553,1,F-MADRL,-26269.67612807473,-28491.0344234839
554,1,F-MADRL,-25852.518243991468,-28290.35895879465
555,1,F-MADRL,-28833.99975287453,-28215.081813109307
556,1,F-MADRL,-28459.0828614214,-28235.288468113402
557,1,F-MADRL,-28836.791704794294,-28182.159446844402
558,1,F-MADRL,-26464.765912703697,-28061.15473968258
559,1,F-MADRL,-31409.807133174,-28135.23579398067
560,1,F-MADRL,-30822.57375647469,-28188.06494201707
561,1,F-MADRL,-30970.526459261902,-28313.355358865327
562,1,F-MADRL,-29600.43832987809,-28364.861045498383
563,1,F-MADRL,-28076.34533597246,-28363.543479478056
564,1,F-MADRL,-28945.03178303461,-28354.120598723213
565,1,F-MADRL,-30182.467289045107,-28416.74694394382
566,1,F-MADRL,-27893.63296170609,-28436.682563622362
567,1,F-MADRL,-31317.050333637668,-28487.6238629387
568,1,F-MADRL,-28066.240705631804,-28505.39882358217
569,1,F-MADRL,-30619.965251881207,-28552.109410517012
570,1,F-MADRL,-30362.43447901507,-28604.689622180093
571,1,F-MADRL,-29827.683167784937,-28687.442451558014
572,1,F-MADRL,-30312.102967785235,-28782.705361969907
573,1,F-MADRL,-29590.487833469917,-28908.443691237113
574,1,F-MADRL,-27934.337693758687,-28967.47050463501
575,1,F-MADRL,-28745.953577068176,-29035.532981941924
576,1,F-MADRL,-27504.90167703985,-28982.513879889622
577,1,F-MADRL,-31391.907749777525,-29131.628923570286
578,1,F-MADRL,-28766.528357100266,-29231.503012731308
579,1,F-MADRL,-30029.94879055273,-29398.60023459376
580,1,F-MADRL,-30041.531879936952,-29446.901519676252
581,1,F-MADRL,-28240.367948410705,-29438.152923155827
582,1,F-MADRL,-28157.283724048524,-29410.972603926
583,1,F-MADRL,-28938.057856935822,-29509.90428169528
584,1,F-MADRL,-27226.38185124338,-29342.567270418058
585,1,F-MADRL,-27345.53565969537,-29203.48574654688
586,1,F-MADRL,-30442.816750213795,-29182.37735818496
587,1,F-MADRL,-30187.06690997415,-29205.842501388797
588,1,F-MADRL,-29556.870461933755,-29265.063506427254
589,1,F-MADRL,-28002.59452840748,-29227.36601624217
590,1,F-MADRL,-29441.40803859439,-29197.723646224138
591,1,F-MADRL,-28382.97518578638,-29217.29733518735
592,1,F-MADRL,-30122.633917349776,-29169.520678535835
593,1,F-MADRL,-29639.41916978501,-29232.447817101962
594,1,F-MADRL,-29334.265699306223,-29181.019834998966
595,1,F-MADRL,-29068.02141470597,-29129.2433124266
596,1,F-MADRL,-29527.126113549337,-29117.221030257177
597,1,F-MADRL,-27743.72555297013,-29014.48593366457
598,1,F-MADRL,-29262.92953747256,-29001.38360182468
599,1,F-MADRL,-27150.06745549689,-28970.01279229421
600,1,F-MADRL,-30134.603017359223,-29025.558769905845
601,1,F-MADRL,-30655.995349172736,-29151.602516791165
602,1,F-MADRL,-30958.444169516548,-29134.263973580724
603,1,F-MADRL,-28667.35617774287,-29130.29708640643
604,1,F-MADRL,-29236.11693732572,-29098.54381227735
605,1,F-MADRL,-28184.880182893867,-29024.277744395626
606,1,F-MADRL,-29769.687203346144,-29085.45051459304
607,1,F-MADRL,-27574.186105672605,-29062.126609858005
608,1,F-MADRL,-29762.66964101815,-29095.1110812213
609,1,F-MADRL,-29489.996948481847,-29185.655685110836
610,1,F-MADRL,-31097.41263308128,-29335.730764046275
611,1,F-MADRL,-28212.959202362304,-29246.536462132215
612,1,F-MADRL,-31574.559627016737,-29302.03617081392
613,1,F-MADRL,-29427.97413426612,-29296.88031770721
614,1,F-MADRL,-28200.45273082124,-29304.794645803762
615,1,F-MADRL,-28067.54072443369,-29249.839953237333
616,1,F-MADRL,-28240.11565560504,-29244.125572030083
617,1,F-MADRL,-29905.66203344457,-29235.44669667387
618,1,F-MADRL,-29045.371763847765,-29211.684800436382
619,1,F-MADRL,-27151.044958772567,-29124.35597081504
620,1,F-MADRL,-28539.51171542804,-29103.21558284392
621,1,F-MADRL,-29382.449663664756,-29097.428524848536
622,1,F-MADRL,-29271.8389442576,-29158.55306050003
623,1,F-MADRL,-28348.27818466299,-29121.96700638765
624,1,F-MADRL,-30202.98596914172,-29244.083746933444
625,1,F-MADRL,-28068.7664203536,-29161.45028305322
626,1,F-MADRL,-27108.82042544638,-29019.56328610417
627,1,F-MADRL,-28263.28699881694,-28911.756999276182
628,1,F-MADRL,-29244.922399636656,-28934.859648151934
629,1,F-MADRL,-27667.40826585354,-28872.111301293047
630,1,F-MADRL,-29124.48168999144,-28909.695361576953
631,1,F-MADRL,-29769.66251488045,-28909.69437403832
632,1,F-MADRL,-29531.357571541623,-28987.981232673083
633,1,F-MADRL,-27838.49757474212,-28911.01435002204
634,1,F-MADRL,-27826.080646808132,-28844.45769795509
635,1,F-MADRL,-28898.832369774824,-28756.514487422835
636,1,F-MADRL,-29736.370030954557,-28817.450920566524
637,1,F-MADRL,-29550.40444611876,-28736.484713330603
638,1,F-MADRL,-28371.454503616857,-28694.223928104635
639,1,F-MADRL,-29435.87125845797,-28743.6406692101
640,1,F-MADRL,-27049.370348290337,-28702.91385416437
641,1,F-MADRL,-30551.91179980276,-28795.385699932278
642,1,F-MADRL,-30949.85928222322,-28837.153589883426
643,1,F-MADRL,-28356.366433568277,-28809.593376672245
644,1,F-MADRL,-28731.58778597597,-28872.81508976038
645,1,F-MADRL,-29884.49915524461,-28926.614587353044
646,1,F-MADRL,-29599.39371425642,-28935.292349376712
647,1,F-MADRL,-29026.864149851062,-28925.493357600448
648,1,F-MADRL,-28952.6759777534,-28949.669269324066
649,1,F-MADRL,-30696.95812745837,-28969.428155656733
650,1,F-MADRL,-29525.485866032606,-29027.696933483894
651,1,F-MADRL,-26829.083535355072,-29016.507457880238
652,1,F-MADRL,-27330.107604028053,-28979.180282088684
653,1,F-MADRL,-30303.64476459074,-29021.529176686843
654,1,F-MADRL,-28360.14482136496,-29049.238638907304
655,1,F-MADRL,-27873.399972318897,-28999.195370200403
656,1,F-MADRL,-29471.562859113896,-28987.271383969743
657,1,F-MADRL,-31000.841841031102,-29046.050754749318
658,1,F-MADRL,-29884.15280583421,-29127.876963993003
659,1,F-MADRL,-27600.84952892392,-29118.867719277634
660,1,F-MADRL,-27951.733654292144,-29080.983770658328
661,1,F-MADRL,-31535.80323115657,-29152.961098666405
662,1,F-MADRL,-28934.34860710353,-29128.318865105797
663,1,F-MADRL,-29383.52927877433,-29168.8018561121
664,1,F-MADRL,-26892.88024903647,-29067.082215735238
665,1,F-MADRL,-27250.040753855443,-29075.109031957843
666,1,F-MADRL,-30072.73896057832,-29055.942118388866
667,1,F-MADRL,-28348.73573282647,-28951.897176412993
668,1,F-MADRL,-27514.65674280779,-28918.228788782577
669,1,F-MADRL,-29848.32551571445,-28962.898297972115
670,1,F-MADRL,-28230.74061639192,-28896.747956418003
671,1,F-MADRL,-31388.866085949296,-28968.326851285718
672,1,F-MADRL,-28429.36871266477,-28944.42703379827
673,1,F-MADRL,-27631.1733174029,-28891.56692738425
674,1,F-MADRL,-29689.85515669292,-28851.28280855363
675,1,F-MADRL,-27691.03266826534,-28777.904680642936
676,1,F-MADRL,-28154.09954079546,-28830.90532086055
677,1,F-MADRL,-27728.21673137467,-28846.82968595442
678,1,F-MADRL,-28433.980608559563,-28772.043119713177
679,1,F-MADRL,-31333.96661111319,-28890.9959913031
680,1,F-MADRL,-27194.42790154368,-28863.837108472093
681,1,F-MADRL,-29490.079432552902,-28864.57777140965
682,1,F-MADRL,-27710.666575575808,-28732.970760791442
683,1,F-MADRL,-29127.74565109465,-28702.714474601857
684,1,F-MADRL,-28524.777377247286,-28739.671588534795
685,1,F-MADRL,-27297.44403846612,-28713.500003901754
686,1,F-MADRL,-29989.583964414225,-28651.65123323206
687,1,F-MADRL,-30191.70939656613,-28701.945664810562
688,1,F-MADRL,-29800.28899003342,-28718.61605326093
689,1,F-MADRL,-30455.554357008885,-28861.123017579826
690,1,F-MADRL,-29030.084636325228,-28932.324772878615
691,1,F-MADRL,-27686.735288451604,-28836.88462599354
692,1,F-MADRL,-27221.354492615104,-28791.78937638509
693,1,F-MADRL,-27836.24303245458,-28804.652827970964
694,1,F-MADRL,-29363.44350000348,-28785.25754734252
695,1,F-MADRL,-30249.83547564612,-28866.021341712694
696,1,F-MADRL,-27188.072395306648,-28697.98959408699
697,1,F-MADRL,-29509.36717164672,-28741.189532446264
698,1,F-MADRL,-28222.384340830515,-28764.837973383368
699,1,F-MADRL,-27648.06949123342,-28683.166546764987
700,1,F-MADRL,-29636.104593033542,-28760.96942375572
701,1,F-MADRL,-27337.72198530354,-28728.314321536043
702,1,F-MADRL,-28416.48349857189,-28755.84499222393
703,1,F-MADRL,-28263.18594566892,-28749.013205708303
704,1,F-MADRL,-28431.423470552465,-28632.911480085877
705,1,F-MADRL,-27018.64717187848,-28625.880250899267
706,1,F-MADRL,-31475.594613414258,-28705.30085813372
707,1,F-MADRL,-28632.05820778515,-28742.156523422094
708,1,F-MADRL,-27992.56553648056,-28696.749318837534
709,1,F-MADRL,-29879.437328713982,-28750.935716896198
710,1,F-MADRL,-28407.53549022518,-28795.33937496656
711,1,F-MADRL,-28991.696481381536,-28755.423875645254
712,1,F-MADRL,-29762.68916267129,-28738.263066289463
713,1,F-MADRL,-27633.408582257347,-28651.58784997842
714,1,F-MADRL,-25209.141321087565,-28441.731328541566
715,1,F-MADRL,-26168.983148556203,-28327.287269030803
716,1,F-MADRL,-28295.445226584256,-28351.63566655611
717,1,F-MADRL,-29162.299277164137,-28429.273457938074
718,1,F-MADRL,-28354.627662104656,-28450.008843124077
719,1,F-MADRL,-29638.461987280796,-28461.00958261517
720,1,F-MADRL,-28395.020567629654,-28386.816986294507
721,1,F-MADRL,-28901.952167615145,-28455.372177186844
722,1,F-MADRL,-29174.081460990117,-28441.960748760583
723,1,F-MADRL,-28623.243781647485,-28457.995126393263
724,1,F-MADRL,-29048.144707972395,-28513.998135062822
725,1,F-MADRL,-27571.10524564638,-28431.398161167333
726,1,F-MADRL,-27409.04719528891,-28434.25116956675
727,1,F-MADRL,-30619.38517112093,-28522.367236468708
728,1,F-MADRL,-29482.31844962077,-28571.13253662679
729,1,F-MADRL,-28116.92478610705,-28558.552589248968
730,1,F-MADRL,-28692.855633335097,-28625.520927707235
731,1,F-MADRL,-26374.823568767715,-28421.490085921378
732,1,F-MADRL,-28306.368756124004,-28408.462507854925
733,1,F-MADRL,-27497.344282926697,-28388.653657712774
734,1,F-MADRL,-28512.475101038195,-28333.97516860574
735,1,F-MADRL,-31663.366654230864,-28464.208415165966
736,1,F-MADRL,-28107.13763934189,-28428.826061484386
737,1,F-MADRL,-29112.640734875316,-28402.824124372542
738,1,F-MADRL,-27320.44419168544,-28390.305548749668
739,1,F-MADRL,-28490.27621390175,-28521.550944462233
740,1,F-MADRL,-27729.329300390607,-28583.964790535607
741,1,F-MADRL,-26581.22882974248,-28515.39613466194
742,1,F-MADRL,-28017.00012754853,-28469.584168677316
743,1,F-MADRL,-28623.738436161337,-28480.348599639583
744,1,F-MADRL,-29972.203122519,-28493.69824504911
745,1,F-MADRL,-28639.63696369837,-28503.482900891864
746,1,F-MADRL,-29271.22350692122,-28518.253754464105
747,1,F-MADRL,-29215.84503366769,-28519.924297371203
748,1,F-MADRL,-29762.47617755126,-28565.493593207357
749,1,F-MADRL,-30048.31623714169,-28605.500454374123
750,1,F-MADRL,-26021.140444045363,-28543.501862310088
751,1,F-MADRL,-29838.04181450116,-28640.661647078578
752,1,F-MADRL,-26825.93171823397,-28488.9235089631
753,1,F-MADRL,-24780.42618495688,-28300.847818376544
754,1,F-MADRL,-23703.85075617901,-28124.32485717942
755,1,F-MADRL,-28887.033143412424,-28132.091957582514
756,1,F-MADRL,-26168.57103201849,-28123.841856112544
757,1,F-MADRL,-26948.90198099544,-28069.543185107406
758,1,F-MADRL,-28360.14390633148,-28104.055170043594
759,1,F-MADRL,-27855.1417274075,-28077.76183509837
760,1,F-MADRL,-27977.935478872925,-27930.344588084048
761,1,F-MADRL,-27971.56742777685,-27924.921779621443
762,1,F-MADRL,-28241.75553658566,-27890.086371689864
763,1,F-MADRL,-28355.92500853815,-27931.505604363967
764,1,F-MADRL,-26652.64008756404,-27858.00015931046
765,1,F-MADRL,-27227.189269453844,-27837.914558072993
766,1,F-MADRL,-29043.343390163456,-27936.399140489826
767,1,F-MADRL,-29509.7921755104,-27996.1108224083
768,1,F-MADRL,-27678.962671868416,-27958.319791836584
769,1,F-MADRL,-29822.460559021983,-27952.33008929671
770,1,F-MADRL,-29350.922063061076,-27980.781493271214
771,1,F-MADRL,-28633.606726774364,-27955.276822065338
772,1,F-MADRL,-28094.372318401885,-27910.417913454712
773,1,F-MADRL,-28625.17936870751,-27864.926041100956
774,1,F-MADRL,-26290.193283675304,-27714.601122962307
775,1,F-MADRL,-26940.314502077257,-27751.368085283582
776,1,F-MADRL,-27474.079704406045,-27656.809600879773
777,1,F-MADRL,-28712.01958469632,-27732.25311553827
778,1,F-MADRL,-28837.59908486197,-27894.54003153447
779,1,F-MADRL,-28664.002664812404,-28092.94610787981
780,1,F-MADRL,-27457.562199723183,-28035.767270132237
781,1,F-MADRL,-26582.149873741702,-28052.310423801166
782,1,F-MADRL,-25640.186840056453,-27999.961818163603
783,1,F-MADRL,-29267.2124393352,-28036.24455948375
784,1,F-MADRL,-28176.7381680138,-28049.108417108007
785,1,F-MADRL,-29183.913860835102,-28097.347552386498
786,1,F-MADRL,-28258.59545552822,-28108.828673496548
787,1,F-MADRL,-28017.72281390286,-28099.867364589238
788,1,F-MADRL,-24107.171939846503,-27929.91724184157
789,1,F-MADRL,-28721.15974698873,-28012.65802821856
790,1,F-MADRL,-27191.600637024378,-28011.23448292138
791,1,F-MADRL,-27107.745636896405,-27933.8105727907
792,1,F-MADRL,-26875.469188179966,-27828.437653297486
793,1,F-MADRL,-28555.198228607856,-27863.48707556706
794,1,F-MADRL,-28428.9341384348,-27807.74601874357
795,1,F-MADRL,-27055.79750267229,-27715.941036328022
796,1,F-MADRL,-27227.813799962,-27659.70931925553
797,1,F-MADRL,-25327.462484811174,-27549.032925911895
798,1,F-MADRL,-28924.050884750308,-27560.98778655361
799,1,F-MADRL,-28237.212971998517,-27638.868574086533
800,1,F-MADRL,-27111.90204442564,-27645.73207578047
801,1,F-MADRL,-27024.2057815928,-27627.737118867943
802,1,F-MADRL,-27180.462814406557,-27566.47484805635
803,1,F-MADRL,-24240.382683029573,-27382.586191983057
804,1,F-MADRL,-27022.66404858236,-27316.93264733386
805,1,F-MADRL,-29007.462537005416,-27378.928660825142
806,1,F-MADRL,-25831.257573143463,-27348.892968801214
807,1,F-MADRL,-26589.08321717901,-27386.848823886117
808,1,F-MADRL,-26577.697238015586,-27279.268215833334
809,1,F-MADRL,-28082.15597145059,-27275.484927970803
810,1,F-MADRL,-28721.963531351845,-27257.006914791473
811,1,F-MADRL,-25677.278715445093,-27153.754245188153
812,1,F-MADRL,-27694.61888151802,-27140.83008789276
813,1,F-MADRL,-27259.331667923296,-27266.916477015828
814,1,F-MADRL,-27671.45442250145,-27224.928264036338
815,1,F-MADRL,-26905.537970900677,-27213.485757391387
816,1,F-MADRL,-25873.44485610055,-27164.113726159554
817,1,F-MADRL,-28683.305373661256,-27236.427173578806
818,1,F-MADRL,-26949.4959678221,-27172.199083147374
819,1,F-MADRL,-25448.982099087152,-27053.00100157347
820,1,F-MADRL,-29595.09457476329,-27154.572884457106
821,1,F-MADRL,-25808.686947620445,-27097.807810363443
822,1,F-MADRL,-27990.9664108579,-27204.34796740532
823,1,F-MADRL,-26422.03823018549,-27104.267461222724
824,1,F-MADRL,-25591.1351953895,-26998.424350158362
825,1,F-MADRL,-24799.805837274667,-26905.940501872323
826,1,F-MADRL,-27231.657544053294,-26914.238572370745
827,1,F-MADRL,-25596.146098909565,-26850.865903750862
828,1,F-MADRL,-24626.87729862399,-26866.325688374644
829,1,F-MADRL,-27008.008051899607,-26865.739448507327
830,1,F-MADRL,-27038.065831517444,-26786.96358028781
831,1,F-MADRL,-28413.880708486035,-26890.268505701515
832,1,F-MADRL,-26813.63735767744,-26899.250671321453
833,1,F-MADRL,-24441.128681703925,-26813.787929068985
834,1,F-MADRL,-25717.015486841083,-26719.182309684606
835,1,F-MADRL,-27755.28917691452,-26680.51533550711
836,1,F-MADRL,-27865.8416319598,-26768.057852167698
837,1,F-MADRL,-25990.43322601109,-26699.890425947422
838,1,F-MADRL,-27443.0404752038,-26707.23877823864
839,1,F-MADRL,-25188.30153073348,-26607.91266256792
840,1,F-MADRL,-28616.610930977837,-26676.35558097101
841,1,F-MADRL,-29191.97510980825,-26809.09679111932
842,1,F-MADRL,-24521.928472924024,-26642.641715089827
843,1,F-MADRL,-28037.12909927064,-26686.147040347772
844,1,F-MADRL,-27808.754627196584,-26780.53794147215
845,1,F-MADRL,-25854.028204939877,-26630.895286679213
846,1,F-MADRL,-26835.102232081303,-26671.951898057647
847,1,F-MADRL,-27083.566981650594,-26635.65592088935
848,1,F-MADRL,-24480.548692569697,-26557.99633938472
849,1,F-MADRL,-29839.906594943877,-26727.9471953669
850,1,F-MADRL,-26236.286045554458,-26785.40640369809
851,1,F-MADRL,-27582.663402423,-26799.446638032874
