mg,iteration,stage,abs_deficit,abs_net_deficit,positive_deficit,unbalanced_energy_kwh,cg_cost,ba_cost,episode_reward,max_balance_residual
1,1,pre_fed,5506.909392162733,5506.909392162733,5506.909392162733,5506.909392162733,17066.110547697328,11919.71824651915,-30544.38351292799,0.0
2,1,pre_fed,707.8510879501307,696.3320021706851,5.759542889722809,707.8510879501307,31272.314224490383,13718.316483791225,-4687.897684654238,0.0
3,1,pre_fed,820.5112961613136,685.0703252278661,752.7908106945899,820.5112961613136,18843.531483435087,12900.52484524731,-5271.606311970685,0.0
1,50,pre_fed,5487.226719678198,5487.226719678198,5487.226719678198,5487.226719678198,17458.67884752568,8009.715536027976,-30352.935946715777,0.0
2,50,pre_fed,606.1725216882817,518.0632693793804,44.05462615445069,606.1725216882817,29591.43708905025,23752.769010962904,-4119.48679937648,0.0
3,50,pre_fed,757.2733887832574,589.1745987973901,673.2239937903237,757.2733887832574,19265.92011092056,19915.64556284757,-4942.529143546997,0.0
1,500,pre_fed,4699.999935862317,4699.999935862317,4699.999935862317,4699.999935862317,23634.21227031941,2973.3821541461375,-25701.116289282,5.684341886080802e-14
2,500,pre_fed,752.0008003373614,572.5769242332356,662.2888622852985,752.0008003373614,22045.03728677766,7180.808415456077,-4892.153671180267,0.0
3,500,pre_fed,637.148894186482,154.7110574503402,241.21891836807092,637.148894186482,25374.747465082597,26475.507070180105,-4200.091797836973,0.0
1,700,pre_fed,4725.491433746303,4725.491433746303,4725.491433746303,4725.491433746303,22769.234468599494,23912.46162451025,-26425.8440112702,0.0
2,700,pre_fed,548.5807783155092,252.25776424713632,148.16150703418649,548.5807783155092,27537.762355765713,25454.312287117333,-3642.3289845140703,0.0
3,700,pre_fed,721.1504614692371,594.1013630812038,657.6259122752205,721.1504614692371,19867.011813463483,4211.936949145456,-4445.006845877804,0.0
1,900,pre_fed,3123.442283823028,3123.442283823028,3123.442283823028,3123.442283823028,36477.78767240338,24859.438781009078,-17832.109507226924,0.0
2,900,pre_fed,741.0468608384756,571.4220230071907,656.2344419228332,741.0468608384756,21472.151038548414,25856.657079282708,-5191.770957961519,0.0
3,900,pre_fed,607.4790140264261,273.7732983333131,166.85285784655642,607.4790140264261,26550.571351711835,16469.433107055218,-4095.717617977023,0.0
1,1400,pre_fed,3098.9992112511127,3098.9992112511127,3098.9992112511127,3098.9992112511127,36700.982763353044,24832.742962228156,-17708.731144503436,0.0
2,1400,pre_fed,602.2585742183085,486.0602516627368,544.1594129405227,602.2585742183085,22088.87168646552,25854.067009336064,-4169.811814990376,0.0
3,1400,pre_fed,584.6127729970311,231.5137476845818,176.54951265622466,584.6127729970311,26037.39623311654,26819.315832582928,-4058.5571460610586,0.0
1,1500,pre_fed,3096.52474835043,3096.52474835043,3096.52474835043,3096.52474835043,36723.49193786073,24917.70112552878,-17696.5449308315,0.0
2,1500,pre_fed,534.3577476707409,362.6031615216934,448.48045459621716,534.3577476707409,22981.116325505216,25801.794411105206,-3819.6370962450155,0.0
3,1500,pre_fed,548.3863496153407,127.47446295512192,210.4559433301094,548.3863496153407,25153.01925884803,26798.492262590436,-3842.0935374349,0.0
