run_id,seed,config_hash,algorithm,iteration,mg,phase,episode_reward,discounted_return,cg_cost,ba_cost,imbalance_cost,abs_deficit,environment_steps,actor_loss,kl,trpo_accepted,actor_updates,actor_grad_norm,critic_loss,critic_grad_norm,critic_updates,actor_delta,critic_delta
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,1,1,1,-32089.96585025367,-27946.45860955948,16796.688424051805,8281.726455799762,70196.43900590364,5623.620912833202,24,-0.06309995800256729,0.008413712494075298,1,1,0.6384826898574829,1620537.375,7061919.0,4,0.2062823623418808,0.26658451557159424
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,1,2,1,-10295.10065651079,-9173.17738180159,30545.521622916734,12892.762716540827,20947.411043825865,1526.9490692035831,24,-0.06352900713682175,0.007597674150019884,1,1,0.8186478018760681,174492.359375,1181080.75,4,0.2377081960439682,0.26171156764030457
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,1,3,1,-8486.423321721595,-7452.906293987066,16736.418879539757,11010.631982384104,17625.516232184702,1392.188636644591,24,-0.06997626274824142,0.008370521478354931,1,1,0.9006009101867676,70881.3828125,591301.5625,4,0.1684885025024414,0.26316556334495544
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,2,1,1,-30060.584438893988,-26141.887773089336,18481.923422949047,5097.475955648859,65753.32544738229,5427.129350535058,48,-0.1230933666229248,0.0069539365358650684,1,1,1.4979583024978638,1393855.5,6640441.5,4,0.22340084612369537,0.2648327648639679
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,2,2,1,-8482.400777832165,-7521.475286865013,33618.50638825964,14056.63464758201,16730.884349145184,1315.7721071161031,48,-0.07175183296203613,0.006796591449528933,1,1,0.5756285786628723,75026.2734375,571462.9375,4,0.2654586136341095,0.25714635848999023
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,2,3,1,-7010.594878629535,-6104.088567849527,19192.491641273955,19059.635846627654,13879.005175270006,1070.874097658796,48,-0.10786888748407364,0.008644831366837025,1,1,1.0269867181777954,63837.265625,319637.4375,4,0.1976378858089447,0.24655626714229584
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,3,1,1,-31545.03563912223,-27480.96681930184,16360.568171281018,21796.123268002746,68404.22624519235,5644.3824876978515,72,-0.07839279621839523,0.005738126579672098,1,1,0.6226747035980225,1663570.125,6624045.5,4,0.30686575174331665,0.24130888283252716
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,3,2,1,-9366.043976053712,-8332.69195912753,33438.580889682504,16611.965420490207,18588.96233300057,1578.1540513591642,72,-0.08832839131355286,0.008053425699472427,1,1,0.7732663750648499,96602.1796875,725870.125,4,0.17203739285469055,0.2516383230686188
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,3,3,1,-8428.588411191013,-7513.731382579064,18127.060441031703,14111.667833899908,17297.36410153862,1374.425362089265,72,-0.07905548810958862,0.008906413801014423,1,1,1.0662606954574585,137341.921875,534016.0,4,0.14693434536457062,0.23987357318401337
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,4,1,1,-27906.238591236477,-24149.2736685638,20289.35507851951,13014.861037805456,60533.67615313329,5130.6545867807345,96,-0.05923214182257652,0.008773461915552616,1,1,1.2218376398086548,1293057.125,5673947.0,4,0.1463501900434494,0.23823092877864838
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,4,2,1,-10245.721887721917,-9121.898632405704,32986.71870663043,6940.012886517298,20993.749457464353,1684.5348202872915,96,-0.14602483808994293,0.007093207444995642,1,1,1.4389358758926392,212282.625,621312.1875,4,0.2193768471479416,0.24917462468147278
inferred_20260921_seed4,4,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,TRPO-MADRL,4,3,1,-8917.820305981691,-7760.554334698989,18465.17166465886,12779.883743367829,18428.709328491466,1468.6956042753068,96,-0.07467236369848251,0.008186080493032932,1,1,1.0043017864227295,143810.515625,484030.875,4,0.18323785066604614,0.23873081803321838
