mg,hour,time_index,load,wind,pv,price_grid,price_mg,latent_cg,latent_ba,cg_raw,ba_raw,p_cg,p_ba,soc_before,soc_after,p_loss,p_de,unbalanced,cg_cost,ba_cost,imbalance_cost,reward,mg_import,mg_export,grid_power,transaction_expense,balance_residual,obs_load,obs_wind,obs_pv,obs_soc,obs_price,sold_to_mg1,sold_to_mg2,sold_to_mg3,run_id,seed,config_hash,iteration,stage,algorithm,scenario,checkpoint_sha256
1,1,0,457.7,51.48,0.0,8.65,4.33,0.003023693338036537,-0.004572886507958174,100.30236841231417,-0.22864273166189708,100.30236841231417,-0.22864273166189708,0.5,0.501172105950788,3.0310745136130453,309.1773488329608,-309.1773488329608,718.2201247023057,525.7718840431598,2674.3840674051107,-1228.3526705072093,101.08415534064845,0.0,208.0931934923123,2237.7005163335093,0.0,447.3,44.12,0.0,0.5,8.87,0.0,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
2,1,0,110.5,51.48,0.0,8.65,4.33,0.0020454737823456526,-0.0015148835955187678,140.286365930147,-0.07574412183491802,140.286365930147,-0.07574412183491802,0.5,0.4997195691574317,3.8338124361662413,-77.35680937214582,77.35680937214582,1311.396568423977,546.0752022908682,669.1364010690613,-338.26081589537455,0.0,77.35680937214582,0.0,-334.9549845813914,0.0,119.6,44.12,0.0,0.5,8.87,77.35680937214582,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
3,1,0,124.71,51.48,0.0,8.65,4.33,0.00110527197830379,-0.0024769569281488657,100.11052715282275,-0.12384759312618918,100.11052715282275,-0.12384759312618918,0.5,0.5001765521346988,3.0293335911939314,-23.727345968502632,23.727345968502632,784.8522804026527,564.7804956626087,205.24154262754777,-119.35134970370173,0.0,23.727345968502632,0.0,-102.7394080436164,0.0,134.98,44.12,0.0,0.5,8.87,23.727345968502632,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
1,2,1,336.5,38.37,0.0,8.11,4.06,0.0028204298578202724,-0.004948456771671772,100.28204223791693,-0.24742081903717808,100.28204223791693,-0.24742081903717808,0.501172105950788,0.5025202595197396,2.768092428377595,200.86347100949786,-200.86347100949786,718.0708343636843,524.2491810426857,1629.0027498870274,-757.8976377572898,76.68259206235028,0.0,124.18087894714758,1318.4382520345089,0.0,457.7,51.48,0.0,0.501172105950788,8.65,0.0,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
2,2,1,109.85,38.37,0.0,8.11,4.06,0.0017832100857049227,-0.0016493203584104776,140.2496491473841,-0.08246594314433335,140.2496491473841,-0.08246594314433335,0.4997195691574317,0.49950355647898803,3.5707436640847954,-65.11643954015497,65.11643954015497,1311.1097342104706,546.3608819599451,528.0943246706568,-274.7918584252038,0.0,65.11643954015497,0.0,-264.37274453302916,0.0,110.5,51.48,0.0,0.4997195691574317,8.65,65.11643954015497,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
3,2,1,123.98,38.37,0.0,8.11,4.06,0.0007669238839298487,-0.0026858432684093714,100.07669237335688,-0.13429184050452053,100.07669237335688,-0.13429184050452053,0.5001765521346988,0.5004519715152224,2.7662480106570473,-11.56615252219531,11.56615252219531,784.5913540749227,564.4728903818911,93.80149695500396,-69.19195851888806,0.0,11.56615252219531,0.0,-46.958579240112954,0.0,124.71,51.48,0.0,0.5001765521346988,8.65,11.56615252219531,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
1,3,2,274.9,43.56,0.0,8.25,4.13,0.0027527152560651302,-0.0033472697250545025,100.27527083032402,-0.16736286119672036,100.27527083032402,-0.16736286119672036,0.5025202595197396,0.5031051661820689,2.873358159382546,134.10545019025523,-134.10545019025523,718.0211016642214,523.2938281675575,1106.3699640696057,-522.6927824279582,81.48725750398226,0.0,52.61819268627296,770.6424631531987,0.0,336.5,38.37,0.0,0.5025202595197396,8.11,0.0,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
2,3,2,112.45,43.56,0.0,8.25,4.13,0.0022088594269007444,-0.0012430918868631124,140.30923981683307,-0.06215456232781129,140.30923981683307,-0.06215456232781129,0.49950355647898803,0.49909501770814424,3.6761417050901053,-67.68094354941515,67.68094354941515,1311.5752712722415,546.7870447145142,558.367784282675,-288.43274924693884,0.0,67.68094354941515,0.0,-279.5222968590846,0.0,109.85,38.37,0.0,0.49950355647898803,8.11,67.68094354941515,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
3,3,2,126.91,43.56,0.0,8.25,4.13,0.0013510296121239662,-0.002140551572665572,100.13510287901217,-0.10702741516817986,100.13510287901217,-0.10702741516817986,0.5004519715152224,0.5004678280162896,2.8717615092768796,-13.806313954567116,13.806313954567116,785.0418165986689,564.3558778498352,113.90209012517872,-78.2438944453005,0.0,13.806313954567116,0.0,-57.02007663236219,0.0,123.98,38.37,0.0,0.5004519715152224,8.11,13.806313954567116,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
1,4,3,272.6,40.75,0.0,8.1,4.05,0.002338157966732979,-0.0030503524467349052,100.23381537058526,-0.1525171492974718,100.23381537058526,-0.1525171492974718,0.5031051661820689,0.5035478687680307,2.816625964425756,134.58532774313798,-134.58532774313798,717.7166476440788,522.7240305416854,1090.1411547194175,-515.3723331874531,80.06293593533196,0.0,54.52239180780602,765.8862641813232,0.0,274.9,43.56,0.0,0.5031051661820689,8.25,0.0,0.0,0.0,inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,1,pre_fed,F-MADRL,deterministic,cb466a5ce052d12a36e59868b1fdd683c0d662e66a238e156d0321da8fc6fd08
