mg,iteration,stage,abs_deficit,abs_net_deficit,positive_deficit,unbalanced_energy_kwh,cg_cost,ba_cost,episode_reward,max_balance_residual
1,1,pre_fed,5471.847720436075,5471.847720436075,5471.847720436075,5471.847720436075,17263.737232184118,13033.740072295353,-30368.225897348457,0.0
2,1,pre_fed,718.1542276473681,709.0237059579888,4.56526084468959,718.1542276473681,31454.82799590066,12248.103815861461,-4723.4223206438655,0.0
3,1,pre_fed,810.206404456859,667.7254326415813,738.9659185492201,810.206404456859,18915.772136114036,14054.292863919574,-5220.164293798766,0.0
1,50,pre_fed,5422.463777887624,5422.463777887624,5422.463777887624,5422.463777887624,17589.186858872556,13976.160363453138,-30091.214630598603,0.0
2,50,pre_fed,789.3965078018315,789.3965078018315,0.0,789.3965078018315,32232.991593455492,10084.545362815417,-5116.038069394228,0.0
3,50,pre_fed,773.5151429379658,612.6304228576319,693.0727828977988,773.5151429379658,19072.95655700678,22086.90151785616,-5086.308969989636,0.0
1,500,pre_fed,3835.278070527733,3835.278070527733,3835.278070527733,3835.278070527733,30171.621395429458,24834.751275528964,-21433.709996418194,0.0
2,500,pre_fed,623.2259600269762,555.7645601642043,33.730699931385914,623.2259600269762,30267.55472681339,11962.249999223888,-4058.9892113610213,0.0
3,500,pre_fed,696.2521101269054,489.2132820427024,592.7326960848038,696.2521101269054,20449.09818884064,12761.435749008106,-4329.064261784638,0.0
1,700,pre_fed,5035.764090112002,5035.764090112002,5035.764090112002,5035.764090112002,20321.1025131798,23710.674859091436,-28124.320914972373,0.0
2,700,pre_fed,707.5977575320273,679.4377616299378,14.07999795104476,707.5977575320273,31508.103001268693,6530.1518910300465,-4595.312140059894,0.0
3,700,pre_fed,637.9939901769887,62.565518032805,287.7142360720918,637.9939901769887,24598.091503853328,25951.15538461775,-4207.919710863389,0.0
1,900,pre_fed,4287.862990564111,4287.862990564111,4287.862990564111,4287.862990564111,26338.8125983855,24826.40932916785,-23983.621364325365,2.842170943040401e-14
2,900,pre_fed,703.7865101541242,606.3652149755645,655.0758625648443,703.7865101541242,21806.11251461823,3173.47098949796,-4531.132537560873,0.0
3,900,pre_fed,596.8060536693431,3.038253724988053,299.92215369716564,596.8060536693431,24049.327730628633,23048.59753675032,-4001.7551094635646,0.0
1,1400,pre_fed,3102.6358768232617,3102.6358768232617,3102.6358768232617,3102.6358768232617,36667.75782432998,24830.424659114236,-17724.70401488309,0.0
2,1400,pre_fed,575.0193410865453,386.8642313324126,480.941786209479,575.0193410865453,22796.677102864716,25664.50133015109,-4037.1593301809235,0.0
3,1400,pre_fed,547.3366261991482,145.167371137085,201.0846275310316,547.3366261991482,25305.758120834595,25320.484589388725,-3830.072751572859,0.0
1,1500,pre_fed,3095.8052099289034,3095.8052099289034,3095.8052099289034,3095.8052099289034,36729.95944782056,25005.957278356356,-17692.83689286182,0.0
2,1500,pre_fed,562.9886945756964,431.223495623876,497.10609509978616,562.9886945756964,22485.413787271806,25739.39814348732,-3965.654911003201,0.0
3,1500,pre_fed,542.3207289023302,150.47711931472332,195.92180479380346,542.3207289023302,25346.40073516097,26556.36659554671,-3783.959739042879,0.0
